21;16/04/2000
20;02/04/2000
19;16/03/2000
18;02/03/2000
17;16/02/2000
16;02/02/2000
15;16/01/2000
14;02/01/2000
13;16/12/1999
12;02/12/1999
11;16/11/1999
10;02/11/1999
9;16/10/1999
8;02/10/1999
7;16/09/1999
6;02/09/1999
5;16/08/1999
4;02/08/1999
3;16/07/1999
2;02/07/1999
1;16/06/1999
